run_accession,sample_accession,sample_alias,sample_description,first_public,country,scientific_name,fastq_bytes,base_count,read_count,library_name,library_strategy,library_source,library_layout,instrument_platform,instrument_model,study_title,fastq_url,info
SRR30620822,SAMN43567486,,,11 09 2024,,Vibrio cholerae,144068772;151821181,562337328,1894457,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/022/SRR30620822/SRR30620822_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/022/SRR30620822/SRR30620822_2.fastq.gz']","144 MB, 152 MB files; 1.9 million reads; 562.3 million sequenced bases"
SRR30620884,SAMN43567718,,,11 09 2024,,Vibrio cholerae,89818403;104298245,245393335,508782,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/084/SRR30620884/SRR30620884_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/084/SRR30620884/SRR30620884_2.fastq.gz']","90 MB, 104 MB files; 0.5 million reads; 245.4 million sequenced bases"
SRR30632086,SAMN43581335,,,12 09 2024,,Vibrio cholerae,70839536;74215351,262643647,1100000,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/086/SRR30632086/SRR30632086_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/086/SRR30632086/SRR30632086_2.fastq.gz']","71 MB, 74 MB files; 1.1 million reads; 262.6 million sequenced bases"
SRR30634516,SAMN43583117,,,12 09 2024,,Vibrio cholerae,51162260;52005088,211288706,746283,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/016/SRR30634516/SRR30634516_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/016/SRR30634516/SRR30634516_2.fastq.gz']","51 MB, 52 MB files; 0.7 million reads; 211.3 million sequenced bases"
SRR30795833,SAMN43922274,,,27 09 2024,,Vibrio cholerae,98187998;106653560,378469542,1278921,Not Provided,WGS,GENOMIC,PAIRED,ILLUMINA,NextSeq 1000,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR307/033/SRR30795833/SRR30795833_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR307/033/SRR30795833/SRR30795833_2.fastq.gz']","98 MB, 107 MB files; 1.3 million reads; 378.5 million sequenced bases"
SRR30862793,SAMN44024881,,,3 10 2024,,Vibrio cholerae,78628933;87037359,297554642,999256,Not Provided,WGS,GENOMIC,PAIRED,ILLUMINA,NextSeq 2000,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/093/SRR30862793/SRR30862793_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/093/SRR30862793/SRR30862793_2.fastq.gz']","79 MB, 87 MB files; 1.0 million reads; 297.6 million sequenced bases"
SRR30863100,SAMN44024833,,,3 10 2024,,Vibrio cholerae,71073008;79173807,267528033,898574,Not Provided,WGS,GENOMIC,PAIRED,ILLUMINA,NextSeq 2000,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/000/SRR30863100/SRR30863100_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/000/SRR30863100/SRR30863100_2.fastq.gz']","71 MB, 79 MB files; 0.9 million reads; 267.5 million sequenced bases"
SRR30863998,SAMN44027309,,,3 10 2024,,Vibrio cholerae,142563328;160089995,389897626,1335056,Not Provided,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/098/SRR30863998/SRR30863998_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR308/098/SRR30863998/SRR30863998_2.fastq.gz']","143 MB, 160 MB files; 1.3 million reads; 389.9 million sequenced bases"
SRR31118882,SAMN44456043,SAMN44456043,One Health Enteric sample from Vibrio cholerae,27 10 2024,USA,Vibrio cholerae,94211396;103087301,262773885,536002,Not Provided,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR311/082/SRR31118882/SRR31118882_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR311/082/SRR31118882/SRR31118882_2.fastq.gz']","94 MB, 103 MB files; 0.5 million reads; 262.8 million sequenced bases"
SRR31220405,SAMN44572155,,,6 11 2024,,Vibrio cholerae,70714349;78904981,264174871,891606,Not Provided,WGS,GENOMIC,PAIRED,ILLUMINA,NextSeq 2000,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/005/SRR31220405/SRR31220405_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/005/SRR31220405/SRR31220405_2.fastq.gz']","71 MB, 79 MB files; 0.9 million reads; 264.2 million sequenced bases"
SRR31234999,SAMN44344994,SAMN44344994,One Health Enteric sample from Vibrio cholerae,7 11 2024,USA,Vibrio cholerae,124065502;131873480,345202900,713190,Not Provided,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/099/SRR31234999/SRR31234999_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/099/SRR31234999/SRR31234999_2.fastq.gz']","124 MB, 132 MB files; 0.7 million reads; 345.2 million sequenced bases"
SRR31363262,SAMN44770100,SAMN44770100,One Health Enteric sample from Vibrio cholerae,16 11 2024,USA,Vibrio cholerae,72144186;80695595,259089074,876731,Not Provided,WGS,GENOMIC,PAIRED,ILLUMINA,NextSeq 1000,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/062/SRR31363262/SRR31363262_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR313/062/SRR31363262/SRR31363262_2.fastq.gz']","72 MB, 81 MB files; 0.9 million reads; 259.1 million sequenced bases"
SRR5182236,SAMN06203887,PNUSAV000043,Pathogen: clinical or host-associated sample from Vibrio cholerae,18 01 2017,USA,Vibrio cholerae,95005795;111608357,275170273,592844,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR518/006/SRR5182236/SRR5182236_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR518/006/SRR5182236/SRR5182236_2.fastq.gz']","95 MB, 112 MB files; 0.6 million reads; 275.2 million sequenced bases"
SRR5808313,SAMN07258830,PNUSAV000053,Pathogen: clinical or host-associated sample from Vibrio cholerae,7 07 2017,USA,Vibrio cholerae,297970822;352238463,826331687,2163833,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR580/003/SRR5808313/SRR5808313_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR580/003/SRR5808313/SRR5808313_2.fastq.gz']","298 MB, 352 MB files; 2.2 million reads; 826.3 million sequenced bases"
SRR6038675,SAMN07607825,PNUSAV000082,Pathogen: clinical or host-associated sample from Vibrio cholerae,9 11 2017,USA,Vibrio cholerae,130439408;148905994,385340576,899191,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR603/005/SRR6038675/SRR6038675_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR603/005/SRR6038675/SRR6038675_2.fastq.gz']","130 MB, 149 MB files; 0.9 million reads; 385.3 million sequenced bases"
SRR6058019,SAMN07661831,PNUSAV000089,Pathogen: clinical or host-associated sample from Vibrio cholerae,9 11 2017,USA,Vibrio cholerae,195887699;208323220,479440068,1060033,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR605/009/SRR6058019/SRR6058019_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR605/009/SRR6058019/SRR6058019_2.fastq.gz']","196 MB, 208 MB files; 1.1 million reads; 479.4 million sequenced bases"
SRR6058020,SAMN07675947,PNUSAV000098,Pathogen: environmental/food/other sample from Vibrio cholerae,9 11 2017,USA,Vibrio cholerae,240076306;253368947,661256588,1613636,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR605/000/SRR6058020/SRR6058020_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR605/000/SRR6058020/SRR6058020_2.fastq.gz']","240 MB, 253 MB files; 1.6 million reads; 661.3 million sequenced bases"
SRR20083140,SAMN29637376,SAMN29637376,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,130043769;148103272,373514731,805810,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/040/SRR20083140/SRR20083140_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/040/SRR20083140/SRR20083140_2.fastq.gz']","130 MB, 148 MB files; 0.8 million reads; 373.5 million sequenced bases"
SRR20083149,SAMN29637386,SAMN29637386,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,115198936;125314243,359294585,750246,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/049/SRR20083149/SRR20083149_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/049/SRR20083149/SRR20083149_2.fastq.gz']","115 MB, 125 MB files; 0.8 million reads; 359.3 million sequenced bases"
SRR20083151,SAMN29637383,SAMN29637383,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,225498728;250360643,644338930,2087547,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/051/SRR20083151/SRR20083151_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/051/SRR20083151/SRR20083151_2.fastq.gz']","225 MB, 250 MB files; 2.1 million reads; 644.3 million sequenced bases"
SRR20083167,SAMN29637420,SAMN29637420,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,97063861;111233385,299069010,595755,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/067/SRR20083167/SRR20083167_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/067/SRR20083167/SRR20083167_2.fastq.gz']","97 MB, 111 MB files; 0.6 million reads; 299.1 million sequenced bases"
SRR20083169,SAMN29637431,SAMN29637431,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,63907577;71179996,194067797,421198,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/069/SRR20083169/SRR20083169_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/069/SRR20083169/SRR20083169_2.fastq.gz']","64 MB, 71 MB files; 0.4 million reads; 194.1 million sequenced bases"
SRR20083212,SAMN29637466,SAMN29637466,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,142906047;154071827,429873700,1228806,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/012/SRR20083212/SRR20083212_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/012/SRR20083212/SRR20083212_2.fastq.gz']","143 MB, 154 MB files; 1.2 million reads; 429.9 million sequenced bases"
SRR20083214,SAMN29637469,SAMN29637469,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,94395429;102229766,258632253,540433,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/014/SRR20083214/SRR20083214_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/014/SRR20083214/SRR20083214_2.fastq.gz']","94 MB, 102 MB files; 0.5 million reads; 258.6 million sequenced bases"
SRR20083221,SAMN29637483,SAMN29637483,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,96431477;108797349,294518972,683752,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/021/SRR20083221/SRR20083221_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/021/SRR20083221/SRR20083221_2.fastq.gz']","96 MB, 109 MB files; 0.7 million reads; 294.5 million sequenced bases"
SRR20083230,SAMN29637486,SAMN29637486,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,116197525;108400921,324699882,696805,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/030/SRR20083230/SRR20083230_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/030/SRR20083230/SRR20083230_2.fastq.gz']","116 MB, 108 MB files; 0.7 million reads; 324.7 million sequenced bases"
SRR20083231,SAMN29637489,SAMN29637489,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,94171624;109379515,292053560,581780,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/031/SRR20083231/SRR20083231_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/031/SRR20083231/SRR20083231_2.fastq.gz']","94 MB, 109 MB files; 0.6 million reads; 292.1 million sequenced bases"
SRR20083235,SAMN29637478,SAMN29637478,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,118732248;129816278,364731266,793454,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/035/SRR20083235/SRR20083235_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/035/SRR20083235/SRR20083235_2.fastq.gz']","119 MB, 130 MB files; 0.8 million reads; 364.7 million sequenced bases"
SRR20083236,SAMN29637472,SAMN29637472,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,237100554;268704272,705424961,1516473,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/036/SRR20083236/SRR20083236_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/036/SRR20083236/SRR20083236_2.fastq.gz']","237 MB, 269 MB files; 1.5 million reads; 705.4 million sequenced bases"
SRR20083243,SAMN29637501,SAMN29637501,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,178488729;201138633,489696111,1132897,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/043/SRR20083243/SRR20083243_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/043/SRR20083243/SRR20083243_2.fastq.gz']","178 MB, 201 MB files; 1.1 million reads; 489.7 million sequenced bases"
SRR20083244,SAMN29637492,SAMN29637492,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,193137780;213368621,611913402,1218951,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/044/SRR20083244/SRR20083244_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/044/SRR20083244/SRR20083244_2.fastq.gz']","193 MB, 213 MB files; 1.2 million reads; 611.9 million sequenced bases"
SRR20083269,SAMN29637511,SAMN29637511,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,762251245;821060821,2390098276,5104873,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/069/SRR20083269/SRR20083269_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/069/SRR20083269/SRR20083269_2.fastq.gz']","762 MB, 821 MB files; 5.1 million reads; 2390.1 million sequenced bases"
SRR20083270,SAMN29637524,SAMN29637524,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,97301283;115471955,299616692,596846,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/070/SRR20083270/SRR20083270_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/070/SRR20083270/SRR20083270_2.fastq.gz']","97 MB, 115 MB files; 0.6 million reads; 299.6 million sequenced bases"
SRR20083271,SAMN29637520,SAMN29637520,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,101080544;109070990,293057560,583780,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/071/SRR20083271/SRR20083271_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/071/SRR20083271/SRR20083271_2.fastq.gz']","101 MB, 109 MB files; 0.6 million reads; 293.1 million sequenced bases"
SRR20083276,SAMN29637534,SAMN29637534,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,95071628;102821067,266269534,624632,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/076/SRR20083276/SRR20083276_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/076/SRR20083276/SRR20083276_2.fastq.gz']","95 MB, 103 MB files; 0.6 million reads; 266.3 million sequenced bases"
SRR20083279,SAMN29637535,SAMN29637535,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,164831332;176613369,456438035,1153683,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/079/SRR20083279/SRR20083279_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/079/SRR20083279/SRR20083279_2.fastq.gz']","165 MB, 177 MB files; 1.2 million reads; 456.4 million sequenced bases"
SRR20083297,SAMN29637553,SAMN29637553,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,87340127;91749162,253799854,553728,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/097/SRR20083297/SRR20083297_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/097/SRR20083297/SRR20083297_2.fastq.gz']","87 MB, 92 MB files; 0.6 million reads; 253.8 million sequenced bases"
SRR20083298,SAMN29637566,SAMN29637566,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,116087214;140759999,361216646,948391,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/098/SRR20083298/SRR20083298_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/098/SRR20083298/SRR20083298_2.fastq.gz']","116 MB, 141 MB files; 0.9 million reads; 361.2 million sequenced bases"
SRR20083300,SAMN29637562,SAMN29637562,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,102189371;122343442,324184070,645785,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/000/SRR20083300/SRR20083300_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/000/SRR20083300/SRR20083300_2.fastq.gz']","102 MB, 122 MB files; 0.6 million reads; 324.2 million sequenced bases"
SRR20083303,SAMN29637567,SAMN29637567,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,109807052;129236702,328335230,676513,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/003/SRR20083303/SRR20083303_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/003/SRR20083303/SRR20083303_2.fastq.gz']","110 MB, 129 MB files; 0.7 million reads; 328.3 million sequenced bases"
SRR20083305,SAMN29637580,SAMN29637580,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,92317119;105220040,257665063,641745,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/005/SRR20083305/SRR20083305_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/005/SRR20083305/SRR20083305_2.fastq.gz']","92 MB, 105 MB files; 0.6 million reads; 257.7 million sequenced bases"
SRR20083306,SAMN29637578,SAMN29637578,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,67645162;79174745,207279098,423369,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/006/SRR20083306/SRR20083306_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/006/SRR20083306/SRR20083306_2.fastq.gz']","68 MB, 79 MB files; 0.4 million reads; 207.3 million sequenced bases"
SRR20083316,SAMN29637572,SAMN29637572,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,115410441;150510513,350512950,719497,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/016/SRR20083316/SRR20083316_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/016/SRR20083316/SRR20083316_2.fastq.gz']","115 MB, 151 MB files; 0.7 million reads; 350.5 million sequenced bases"
SRR20083317,SAMN29637577,SAMN29637577,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,173510918;184744811,529210524,1130764,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/017/SRR20083317/SRR20083317_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/017/SRR20083317/SRR20083317_2.fastq.gz']","174 MB, 185 MB files; 1.1 million reads; 529.2 million sequenced bases"
SRR20083344,SAMN29637608,SAMN29637608,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,88197493;98198807,273228560,544280,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/044/SRR20083344/SRR20083344_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/044/SRR20083344/SRR20083344_2.fastq.gz']","88 MB, 98 MB files; 0.5 million reads; 273.2 million sequenced bases"
SRR20083345,SAMN29637601,SAMN29637601,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,146481102;154702852,439145272,952950,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/045/SRR20083345/SRR20083345_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/045/SRR20083345/SRR20083345_2.fastq.gz']","146 MB, 155 MB files; 1.0 million reads; 439.1 million sequenced bases"
SRR20083360,SAMN29637623,SAMN29637623,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,82479294;92776772,237416716,536048,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/060/SRR20083360/SRR20083360_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/060/SRR20083360/SRR20083360_2.fastq.gz']","82 MB, 93 MB files; 0.5 million reads; 237.4 million sequenced bases"
SRR20083361,SAMN29637646,SAMN29637646,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,331404979;364953565,1050086461,2129849,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/061/SRR20083361/SRR20083361_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/061/SRR20083361/SRR20083361_2.fastq.gz']","331 MB, 365 MB files; 2.1 million reads; 1050.1 million sequenced bases"
